RID,Reaction Link,Records,Reactants,Products,Reactants_List,Products_List,Reactants_SIDs_List,Products_SIDs_List,Products_Available,Status_50,Status_75,Status_100,ReactionOrder,ActivationEnergy,ReactantCID,ProductCID,FeatureVector
7436,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3352576&r1=0&r2=0&r3=0&r4=0&p0=12385136&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,2,Â·OH,HÂ· + OÂ·,['·OH'],"['H·', 'O·']",[11206],"[8457, 9109]",TRUE,TRUE,TRUE,TRUE,2,408000,[157350],"[5362549, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
7449,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=22537151&r2=0&r3=0&r4=0&p0=7440440&p1=7647010&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + Â·Cl,C + HCl,"['·CH', '·Cl']","['C', 'HCl']","[10960, 11174]","[3419, 8171]",TRUE,TRUE,TRUE,TRUE,2,4598,"[-1, 5360523]","[5462310, 313]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  1.]"
7451,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=17778880&r2=0&r3=0&r4=0&p0=7440440&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + N,C + NH,"['·CH', 'N']","['C', 'NH']","[10960, 8651]","[3419, 8767]",TRUE,TRUE,TRUE,TRUE,2,10100,"[-1, 57370662]","[5462310, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  0.]"
7452,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=17778880&r2=0&r3=0&r4=0&p0=57125&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + N,CN + HÂ·,"['·CH', 'N']","['CN', 'H·']","[10960, 8651]","[6759, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 57370662]","[5975, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  1.  0.  0.  0.]"
7454,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=7440440&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH + OÂ·,Â·OH + C,"['·CH', 'O·']","['·OH', 'C']","[10960, 9109]","[11206, 3419]",TRUE,TRUE,TRUE,TRUE,2,13454.5,"[-1, 159832]","[157350, 5462310]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  0.]"
7455,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=17778802&r2=0&r3=0&r4=0&p0=630080&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,4,Â·CH + OÂ·,CO + HÂ·,"['·CH', 'O·']","['CO', 'H·']","[10960, 9109]","[6775, 8457]",TRUE,TRUE,TRUE,TRUE,2,7599,"[-1, 159832]","[281, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  1.  0.  0.]"
7457,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=14762948&r2=0&r3=0&r4=0&p0=7440440&p1=7664393&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + Â·F,C + HF,"['·CH', '·F']","['C', 'HF']","[10960, 11175]","[3419, 8180]",TRUE,TRUE,TRUE,TRUE,2,4182,"[-1, 5360525]","[5462310, 14917]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  1.  0.]"
7460,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=12385136&r2=0&r3=0&r4=0&p0=1333740&p1=7440440&p2=0&p3=0&p4=0&expandResults=true&,4,Â·CH + HÂ·,H2 + C,"['·CH', 'H·']","['H2', 'C']","[10960, 8457]","[7937, 3419]",TRUE,TRUE,TRUE,TRUE,2,3679,"[-1, 5362549]","[783, 5462310]","[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  1. -1.  0.  0.  0.  0.]"
7463,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102440&r2=0&r3=0&r4=0&p0=2597446&p1=10102439&p2=0&p3=0&p4=0&expandResults=true&,4,Â·CH + NO2,HCO + NO,"['·CH', 'NO2']","['HCO', 'NO']","[10960, 8818]","[8152, 8814]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 3032552]","[123370, 145068]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1. -1.  1.  0.  0.]"
7464,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102440&r2=0&r3=0&r4=0&p0=630080&p1=14332286&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + NO2,CO + HNO,"['·CH', 'NO2']","['CO', 'HNO']","[10960, 8818]","[6775, 8215]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 3032552]","[281, 945]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  1.  0.  0.]"
7467,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102439&r2=0&r3=0&r4=0&p0=12385136&p1=22400266&p2=0&p3=0&p4=0&expandResults=true&,3,Â·CH + NO,HÂ· + NCO,"['·CH', 'NO']","['H·', 'NCO']","[10960, 8814]","[8457, 8743]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 145068]","[5362549, 140912]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.]"
7468,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102439&r2=0&r3=0&r4=0&p0=2597446&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + NO,HCO + N,"['·CH', 'NO']","['HCO', 'N']","[10960, 8814]","[8152, 8651]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 145068]","[123370, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  0.]"
7469,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102439&r2=0&r3=0&r4=0&p0=630080&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,4,Â·CH + NO,CO + NH,"['·CH', 'NO']","['CO', 'NH']","[10960, 8814]","[6775, 8767]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 145068]","[281, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0.  0.  0.  0.]"
7470,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102439&r2=0&r3=0&r4=0&p0=74908&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,3,Â·CH + NO,HCN + OÂ·,"['·CH', 'NO']","['HCN', 'O·']","[10960, 8814]","[8147, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 145068]","[768, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  1. -1.  0.  0.]"
7471,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10102439&r2=0&r3=0&r4=0&p0=57125&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH + NO,CN + Â·OH,"['·CH', 'NO']","['CN', '·OH']","[10960, 8814]","[6759, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 145068]","[5975, 157350]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  1. -1.  0.  0.]"
7473,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=10024972&r2=0&r3=0&r4=0&p0=74908&p1=10102439&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH + N2O,HCN + NO,"['·CH', 'N2O']","['HCN', 'NO']","[10960, 8702]","[8147, 8814]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 948]","[768, 145068]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.
  0.  0. -1.  0.  0.  0.]"
7478,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7782447&r2=0&r3=0&r4=0&p0=2597446&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + O2,HCO + OÂ·,"['·CH', 'O2']","['HCO', 'O·']","[10960, 8924]","[8152, 9109]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 977]","[123370, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0. -1.  0.  0.]"
7479,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7782447&r2=0&r3=0&r4=0&p0=630080&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,5,Â·CH + O2,CO + Â·OH,"['·CH', 'O2']","['CO', '·OH']","[10960, 8924]","[6775, 11206]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 977]","[281, 157350]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
  0.  0.  0. -1.  0.  0.]"
7480,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7782447&r2=0&r3=0&r4=0&p0=124389&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + O2,CO2 + HÂ·,"['·CH', 'O2']","['CO2', 'H·']","[10960, 8924]","[6782, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 977]","[280, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -2.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.]"
7485,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7732185&r2=0&r3=0&r4=0&p0=2597435&p1=0&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + H2O,(Â·)CH2OH,"['·CH', 'H2O']",['(·)CH2OH'],"[10960, 7986]",[1209],TRUE,TRUE,TRUE,TRUE,2,-3159,"[-1, 962]",[137654],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1.  0.  0.  0.  0.]"
7486,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7732185&r2=0&r3=0&r4=0&p0=50000&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + H2O,CH2O + HÂ·,"['·CH', 'H2O']","['CH2O', 'H·']","[10960, 7986]","[5375, 8457]",TRUE,TRUE,TRUE,TRUE,2,99.77,"[-1, 962]","[712, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0. -1.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1.  0.  0.  0.  0.  0.]"
7491,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7727379&r2=0&r3=0&r4=0&p0=74908&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,8,Â·CH + N2,HCN + N,"['·CH', 'N2']","['HCN', 'N']","[10960, 8692]","[8147, 8651]",TRUE,TRUE,TRUE,TRUE,2,75862.5,"[-1, 947]","[768, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.
  0.  0. -1.  0.  0.  0.]"
7493,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=7664417&r2=0&r3=0&r4=0&p0=2229074&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + NH3,Â·CH3 + NH,"['·CH', 'NH3']","['·CH3', 'NH']","[10960, 8803]","[11147, 8767]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, 222]","[3034819, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -2.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
  0. -1. -1.  0.  0.  0.]"
7499,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=3315375&r2=0&r3=0&r4=0&p0=7440440&p1=60528769&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + Â·CH,C + Â·CH2,"['·CH', '·CH']","['C', '·CH2']","[10960, 10960]","[3419, 10972]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, -1]","[5462310, 123164]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.
  0. -2.  0.  0.  0.  0.]"
7500,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=3315375&r2=0&r3=0&r4=0&p0=2122487&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH + Â·CH,Â·C2H + HÂ·,"['·CH', '·CH']","['·C2H', 'H·']","[10960, 10960]","[10933, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[-1, -1]","[123271, 5362549]","[ 0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.
 -1. -1.  0.  0.  0.  0.]"
7501,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=3315375&r2=0&r3=0&r4=0&p0=74862&p1=0&p2=0&p3=0&p4=0&expandResults=true&,2,Â·CH + Â·CH,C2H2,"['·CH', '·CH']",['C2H2'],"[10960, 10960]",[3537],TRUE,TRUE,TRUE,TRUE,2,,"[-1, -1]",[6326],"[ 0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  2.
  0.  0.  0.  0.  0.  0.]"
7502,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3315375&r1=0&r2=0&r3=0&r4=0&p0=7440440&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,Â·CH,C + HÂ·,['·CH'],"['C', 'H·']",[10960],"[3419, 8457]",TRUE,TRUE,TRUE,TRUE,2,280000,[-1],"[5462310, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.
 -1. -1.  0.  0.  0.  0.]"
7625,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=22537151&r2=0&r3=0&r4=0&p0=7647010&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,21,HO2 + Â·Cl,HCl + O2,"['HO2', '·Cl']","['HCl', 'O2']","[8230, 11174]","[8171, 8924]",TRUE,TRUE,TRUE,TRUE,2,379.3,"[520535, 5360523]","[313, 977]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  1.]"
7626,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=22537151&r2=0&r3=0&r4=0&p0=3352576&p1=14989301&p2=0&p3=0&p4=0&expandResults=true&,17,HO2 + Â·Cl,Â·OH + ClO,"['HO2', '·Cl']","['·OH', 'ClO']","[8230, 11174]","[11206, 7007]",TRUE,TRUE,TRUE,TRUE,2,4373,"[520535, 5360523]","[157350, 166686]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  1.]"
7637,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,31,HO2 + OÂ·,Â·OH + O2,"['HO2', 'O·']","['·OH', 'O2']","[8230, 9109]","[11206, 8924]",TRUE,TRUE,TRUE,TRUE,2,-1225.181818,"[520535, 159832]","[157350, 977]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
7641,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=15656196&r2=0&r3=0&r4=0&p0=10028156&p1=10035106&p2=0&p3=0&p4=0&expandResults=true&,2,HO2 + BrO,O3 + HBr,"['HO2', 'BrO']","['O3', 'HBr']","[8230, 3390]","[8934, 8030]",TRUE,TRUE,TRUE,TRUE,2,,"[520535, 5460627]","[24823, 260]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0. -1.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
7648,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=14989301&r2=0&r3=0&r4=0&p0=7647010&p1=10028156&p2=0&p3=0&p4=0&expandResults=true&,4,HO2 + ClO,HCl + O3,"['HO2', 'ClO']","['HCl', 'O3']","[8230, 7007]","[8171, 8934]",TRUE,TRUE,TRUE,TRUE,2,7109,"[520535, 166686]","[313, 24823]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0. -1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  2.  0.  0.]"
7657,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=14762948&r2=0&r3=0&r4=0&p0=7664393&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,1,HO2 + Â·F,HF + O2,"['HO2', '·F']","['HF', 'O2']","[8230, 11175]","[8180, 8924]",TRUE,TRUE,TRUE,TRUE,2,,"[520535, 5360525]","[14917, 977]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1. -1.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  1.  0.]"
7660,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=14362448&r2=0&r3=0&r4=0&p0=7782447&p1=10034852&p2=0&p3=0&p4=0&expandResults=true&,8,HO2 + I,O2 + HI,"['HO2', 'I']","['O2', 'HI']","[8230, 8459]","[8924, 8191]",TRUE,TRUE,TRUE,TRUE,2,9063,"[520535, 5360629]","[977, 21844680]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
7668,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=13770406&r2=0&r3=0&r4=0&p0=7732185&p1=14332286&p2=0&p3=0&p4=0&expandResults=true&,4,HO2 + NH2,H2O + HNO,"['HO2', 'NH2']","['H2O', 'HNO']","[8230, 8771]","[7986, 8215]",TRUE,TRUE,TRUE,TRUE,2,2577.5,"[520535, 123329]","[962, 945]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  1.  0.  0.]"
7669,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=13770406&r2=0&r3=0&r4=0&p0=7664417&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,2,HO2 + NH2,NH3 + O2,"['HO2', 'NH2']","['NH3', 'O2']","[8230, 8771]","[8803, 8924]",TRUE,TRUE,TRUE,TRUE,2,8481,"[520535, 123329]","[222, 977]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  1.  0.  0.]"
7674,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=12385136&r2=0&r3=0&r4=0&p0=7732185&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,19,HO2 + HÂ·,H2O + OÂ·,"['HO2', 'H·']","['H2O', 'O·']","[8230, 8457]","[7986, 9109]",TRUE,TRUE,TRUE,TRUE,2,31946.83333,"[520535, 5362549]","[962, 159832]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
7675,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=12385136&r2=0&r3=0&r4=0&p0=3352576&p1=3352576&p2=0&p3=0&p4=0&expandResults=true&,25,HO2 + HÂ·,Â·OH + Â·OH,"['HO2', 'H·']","['·OH', '·OH']","[8230, 8457]","[11206, 11206]",TRUE,TRUE,TRUE,TRUE,2,15683.66667,"[520535, 5362549]","[157350, 157350]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0. -1.  0.  0.]"
7676,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=12385136&r2=0&r3=0&r4=0&p0=1333740&p1=7782447&p2=0&p3=0&p4=0&expandResults=true&,25,HO2 + HÂ·,H2 + O2,"['HO2', 'H·']","['H2', 'O2']","[8230, 8457]","[7937, 8924]",TRUE,TRUE,TRUE,TRUE,2,1707.125,"[520535, 5362549]","[783, 977]","[-1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  0.  0.]"
7678,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=12385136&r2=0&r3=0&r4=0&p0=-1000&p1=7732185&p2=0&p3=0&p4=0&expandResults=true&,2,HO2 + HÂ·,O(1D) + H2O,"['HO2', 'H·']","['O(1D)', 'H2O']","[8230, 8457]","[8919, 7986]",TRUE,TRUE,TRUE,TRUE,2,-670,"[520535, 5362549]","[159832, 962]","[ 0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
7679,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=3170830&r1=12385136&r2=0&r3=0&r4=0&p0=-1001&p1=1333740&p2=0&p3=0&p4=0&expandResults=true&,3,HO2 + HÂ·,O2(1DELTA) + H2,"['HO2', 'H·']","['O2(1DELTA)', 'H2']","[8230, 8457]","[8925, 7937]",TRUE,TRUE,TRUE,TRUE,2,40400,"[520535, 5362549]","[977, 783]","[-1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  1.  0.  0.]"
